year	country	city	stage	home_team	away_team	home_score	away_score	outcome	win_conditions	winning_team	losing_team	date
2010	South-Africa	Port-Elizabeth	Third-place	Uruguay	Germany	2	3	A	NA	Germany	Uruguay	10/07/2010
2010	South-Africa	Johannesburg	Final	Netherlands	Spain	0	1	A	Spain-won-in-AET	Spain	Netherlands	11/07/2010
2014	Brazil	Sao-Paulo	GroupA	Brazil	Croatia	3	1	H	NA	Brazil	Croatia	12/06/2014
2014	Brazil	Cuiabá	GroupB	Chile	Australia	3	1	H	NA	Chile	Australia	13/06/2014
2014	Brazil	Natal	GroupA	Mexico	Cameroon	1	0	H	NA	Mexico	Cameroon	13/06/2014
2014	Brazil	Salvador	GroupB	Spain	Netherlands	1	5	A	NA	Netherlands	Spain	13/06/2014
2014	Brazil	Belo-Horizonte	GroupC	Colombia	Greece	3	0	H	NA	Colombia	Greece	14/06/2014
2014	Brazil	Manaus	GroupD	England	Italy	1	2	A	NA	Italy	England	14/06/2014
2014	Brazil	Recife	GroupC	Ivory-Coast	Japan	2	1	H	NA	Ivory-Coast	Japan	14/06/2014
2014	Brazil	Fortaleza	GroupD	Uruguay	Costa-Rica	1	3	A	NA	Costa-Rica	Uruguay	14/06/2014
2014	Brazil	Rio-de-Janeiro	GroupF	Argentina	Bosnia-and-Herzegovina	2	1	H	NA	Argentina	Bosnia-and-Herzegovina	15/06/2014
2014	Brazil	Porto-Alegre	GroupE	France	Honduras	3	0	H	NA	France	Honduras	15/06/2014
2014	Brazil	Brasília	GroupE	Switzerland	Ecuador	2	1	H	NA	Switzerland	Ecuador	15/06/2014
2014	Brazil	Salvador	GroupG	Germany	Portugal	4	0	H	NA	Germany	Portugal	16/06/2014
2014	Brazil	Natal	GroupG	Ghana	USA	1	2	A	NA	USA	Ghana	16/06/2014
2014	Brazil	Curitiba	GroupF	Iran	Nigeria	0	0	D	NA	NA	NA	16/06/2014
2014	Brazil	Belo-Horizonte	GroupH	Belgium	Algeria	2	1	H	NA	Belgium	Algeria	17/06/2014
2014	Brazil	Fortaleza	GroupA	Brazil	Mexico	0	0	D	NA	NA	NA	17/06/2014
2014	Brazil	Cuiabá	GroupH	Russia	South-Korea	1	1	D	NA	NA	NA	17/06/2014
2014	Brazil	Curitiba	GroupB	Australia	Netherlands	2	3	A	NA	Netherlands	Australia	18/06/2014
2014	Brazil	Manaus	GroupA	Cameroon	Croatia	0	4	A	NA	Croatia	Cameroon	18/06/2014
2014	Brazil	Rio-de-Janeiro	GroupB	Spain	Chile	0	2	A	NA	Chile	Spain	18/06/2014
2014	Brazil	Brasília	GroupC	Colombia	Ivory-Coast	2	1	H	NA	Colombia	Ivory-Coast	19/06/2014
2014	Brazil	Natal	GroupC	Japan	Greece	0	0	D	NA	NA	NA	19/06/2014
2014	Brazil	Sao-Paulo	GroupD	Uruguay	England	2	1	H	NA	Uruguay	England	19/06/2014
2014	Brazil	Curitiba	GroupE	Honduras	Ecuador	1	2	A	NA	Ecuador	Honduras	20/06/2014
2014	Brazil	Recife	GroupD	Italy	Costa-Rica	0	1	A	NA	Costa-Rica	Italy	20/06/2014
2014	Brazil	Salvador	GroupE	Switzerland	France	2	5	A	NA	France	Switzerland	20/06/2014
2014	Brazil	Belo-Horizonte	GroupF	Argentina	Iran	1	0	H	NA	Argentina	Iran	21/06/2014
2014	Brazil	Fortaleza	GroupG	Germany	Ghana	2	2	D	NA	NA	NA	21/06/2014
2014	Brazil	Cuiabá	GroupF	Nigeria	Bosnia-and-Herzegovina	1	0	H	NA	Nigeria	Bosnia-and-Herzegovina	21/06/2014
2014	Brazil	Rio-de-Janeiro	GroupH	Belgium	Russia	1	0	H	NA	Belgium	Russia	22/06/2014
2014	Brazil	Porto-Alegre	GroupH	South-Korea	Algeria	2	4	A	NA	Algeria	South-Korea	22/06/2014
2014	Brazil	Manaus	GroupG	USA	Portugal	2	2	D	NA	NA	NA	22/06/2014
2014	Brazil	Curitiba	GroupB	Australia	Spain	0	3	A	NA	Spain	Australia	23/06/2014
2014	Brazil	Brasília	GroupA	Brazil	Cameroon	4	1	H	NA	Brazil	Cameroon	23/06/2014
2014	Brazil	Recife	GroupA	Croatia	Mexico	1	3	A	NA	Mexico	Croatia	23/06/2014
2014	Brazil	Sao-Paulo	GroupB	Netherlands	Chile	2	0	H	NA	Netherlands	Chile	23/06/2014
2014	Brazil	Belo-Horizonte	GroupD	Costa-Rica	England	0	0	D	NA	NA	NA	24/06/2014
2014	Brazil	Fortaleza	GroupC	Greece	Ivory-Coast	2	1	H	NA	Greece	Ivory-Coast	24/06/2014
2014	Brazil	Natal	GroupD	Italy	Uruguay	0	1	A	NA	Uruguay	Italy	24/06/2014
2014	Brazil	Cuiabá	GroupC	Japan	Colombia	1	4	A	NA	Colombia	Japan	24/06/2014
2014	Brazil	Salvador	GroupF	Bosnia-and-Herzegovina	Iran	3	1	H	NA	Bosnia-and-Herzegovina	Iran	25/06/2014
2014	Brazil	Rio-de-Janeiro	GroupE	Ecuador	France	0	0	D	NA	NA	NA	25/06/2014
2014	Brazil	Manaus	GroupE	Honduras	Switzerland	0	3	A	NA	Switzerland	Honduras	25/06/2014
2014	Brazil	Porto-Alegre	GroupF	Nigeria	Argentina	2	3	A	NA	Argentina	Nigeria	25/06/2014
2014	Brazil	Curitiba	GroupH	Algeria	Russia	1	1	D	NA	NA	NA	26/06/2014
2014	Brazil	Sao-Paulo	GroupH	South-Korea	Belgium	0	1	A	NA	Belgium	South-Korea	26/06/2014
2014	Brazil	Brasília	GroupG	Portugal	Ghana	2	1	H	NA	Portugal	Ghana	26/06/2014
2014	Brazil	Recife	GroupG	USA	Germany	0	1	A	NA	Germany	USA	26/06/2014
2014	Brazil	Belo-Horizonte	R16	Brazil	Chile	1	1	H	Brazil-won-on-penalties 	Brazil	Chile	28/06/2014
2014	Brazil	Rio-de-Janeiro	R16	Colombia	Uruguay	2	0	H	NA	Colombia	Uruguay	28/06/2014
2014	Brazil	Recife	R16	Costa-Rica	Greece	1	1	H	Costa-Rica-won-on-penalties	Costa-Rica	Greece	29/06/2014
2014	Brazil	Fortaleza	R16	Netherlands	Mexico	2	1	H	NA	Netherlands	Mexico	29/06/2014
2014	Brazil	Brasília	R16	France	Nigeria	2	0	H	NA	France	Nigeria	30/06/2014
2014	Brazil	Porto-Alegre	R16	Germany	Algeria	2	1	H	Germany-won-in-AET	Germany	Algeria	30/06/2014
2014	Brazil	Sao-Paulo	R16	Argentina	Switzerland	1	0	H	Argentina-won-in-AET	Argentina	Switzerland	01/07/2014
2014	Brazil	Salvador	R16	Belgium	USA	2	1	H	Belgium-won-in-AET	Belgium	USA	01/07/2014
2014	Brazil	Fortaleza	Quarterfinals	Brazil	Colombia	2	1	H	NA	Brazil	Colombia	04/07/2014
2014	Brazil	Rio-de-Janeiro	Quarterfinals	France	Germany	0	1	A	NA	Germany	France	04/07/2014
2014	Brazil	Brasília	Quarterfinals	Argentina	Belgium	1	0	H	NA	Argentina	Belgium	05/07/2014
2014	Brazil	Salvador	Quarterfinals	Netherlands	Costa-Rica	0	0	H	Netherlands-won-on-penalties	Netherlands	Costa-Rica	05/07/2014
2014	Brazil	Belo-Horizonte	Semifinals	Brazil	Germany	1	7	A	NA	Germany	Brazil	08/07/2014
2014	Brazil	Sao-Paulo	Semifinals	Netherlands	Argentina	0	0	A	Argentina-won-on-penalties	Argentina	Netherlands	09/07/2014
2014	Brazil	Brasília	Third-place	Brazil	Netherlands	0	3	A	NA	Netherlands	Brazil	12/07/2014
2014	Brazil	Rio-de-Janeiro	Final	Germany	Argentina	1	0	H	Germany-won-in-AET	Germany	Argentina	13/07/2014
2018	Russia	Moscow	GroupA	Russia	Saudi-Arabia	5	0	H	NA	Russia	Saudi-Arabia	14/06/2018
2018	Russia	Ekaterinburg	GroupA	Egypt	Uruguay	0	1	A	NA	Uruguay	Egypt	15/06/2018
2018	Russia	Saint-Petersburg	GroupB	Morocco	Iran	0	1	A	NA	Iran	Morocco	15/06/2018
2018	Russia	Sochi	GroupB	Portugal	Spain	3	3	D	NA	NA	NA	15/06/2018
2018	Russia	Kazan	GroupC	France	Australia	2	1	H	NA	France	Australia	16/06/2018
2018	Russia	Moscow	GroupD	Argentina	Iceland	1	1	D	NA	NA	NA	16/06/2018
2018	Russia	Saransk	GroupC	Peru	Denmark	0	1	A	NA	Denmark	Peru	16/06/2018
2018	Russia	Kaliningrad	GroupD	Croatia	Nigeria	2	0	H	NA	Croatia	Nigeria	16/06/2018
2018	Russia	Samara	GroupE	Costa-Rica	Serbia	0	1	A	NA	Serbia	Costa-Rica	17/06/2018
2018	Russia	Moscow	GroupF	Germany	Mexico	0	1	A	NA	Mexico	Germany	17/06/2018
2018	Russia	Rostov-on-Don	GroupE	Brazil	Switzerland	1	1	D	NA	NA	NA	17/06/2018
2018	Russia	Nizhny-Novgorod	GroupF	Sweden	South-Korea	1	0	H	NA	Sweden	South-Korea	18/06/2018
2018	Russia	Sochi	GroupG	Belgium	Panama	3	0	H	NA	Belgium	Panama	18/06/2018
2018	Russia	Volgograd	GroupG	Tunisia	England	1	2	A	NA	England	Tunisia	18/06/2018
2018	Russia	Saransk	GroupH	Colombia	Japan	1	2	A	NA	Japan	Colombia	19/06/2018
2018	Russia	Moscow	GroupH	Poland	Senegal	1	2	A	NA	Senegal	Poland	19/06/2018
2018	Russia	Saint-Petersburg	GroupA	Russia	Egypt	3	1	H	NA	Russia	Egypt	19/06/2018
2018	Russia	Moscow	GroupB	Portugal	Morocco	1	0	H	NA	Portugal	Morocco	20/06/2018
2018	Russia	Rostov-on-Don	GroupA	Uruguay	Saudi-Arabia	1	0	H	NA	Uruguay	Saudi-Arabia	20/06/2018
2018	Russia	Kazan	GroupB	Iran	Spain	0	1	A	NA	Spain	Iran	20/06/2018
2018	Russia	Samara	GroupC	Denmark	Australia	1	1	D	NA	NA	NA	21/06/2018
2018	Russia	Ekaterinburg	GroupC	France	Peru	1	0	H	NA	France	Peru	21/06/2018
2018	Russia	Nizhny-Novgorod	GroupD	Argentina	Croatia	0	3	A	NA	Croatia	Argentina	21/06/2018
2018	Russia	Saint-Petersburg	GroupE	Brazil	Costa-Rica	2	0	H	NA	Brazil	Costa-Rica	22/06/2018
2018	Russia	Volgograd	GroupD	Nigeria	Iceland	2	0	H	NA	Nigeria	Iceland	22/06/2018
2018	Russia	Kaliningrad	GroupE	Serbia	Switzerland	1	2	A	NA	Switzerland	Serbia	22/06/2018
2018	Russia	Moscow	GroupG	Belgium	Tunisia	5	2	H	NA	Belgium	Tunisia	23/06/2018
2018	Russia	Rostov-on-Don	GroupF	South-Korea	Mexico	1	2	A	NA	Mexico	South-Korea	23/06/2018
2018	Russia	Sochi	GroupF	Germany	Sweden	2	1	H	NA	Germany	Sweden	23/06/2018
2018	Russia	Nizhny-Novgorod	GroupG	England	Panama	6	1	H	NA	England	Panama	24/06/2018
2018	Russia	Ekaterinburg	GroupH	Japan	Senegal	2	2	D	NA	NA	NA	24/06/2018
2018	Russia	Kazan	GroupH	Poland	Colombia	0	3	A	NA	Colombia	Poland	24/06/2018
2018	Russia	Samara	GroupA	Russia	Uruguay	0	3	A	NA	Uruguay	Russia	25/06/2018
2018	Russia	Volgograd	GroupA	Saudi-Arabia	Egypt	2	1	H	NA	Saudi-Arabia	Egypt	25/06/2018
2018	Russia	Kaliningrad	GroupB	Spain	Morocco	2	2	D	NA	NA	NA	25/06/2018
2018	Russia	Saransk	GroupB	Iran	Portugal	1	1	D	NA	NA	NA	25/06/2018
2018	Russia	Sochi	GroupC	Australia	Peru	0	2	A	NA	Peru	Australia	26/06/2018
2018	Russia	Moscow	GroupC	Denmark	France	0	0	D	NA	NA	NA	26/06/2018
2018	Russia	Saint-Petersburg	GroupD	Nigeria	Argentina	1	2	A	NA	Argentina	Nigeria	26/06/2018
2018	Russia	Rostov-on-Don	GroupD 	Iceland	Croatia	1	2	A	NA	Croatia	Iceland	26/06/2018
2018	Russia	Kazan	GroupF	South-Korea	Germany	2	0	H	NA	South-Korea	Germany	27/06/2018
2018	Russia	Ekaterinburg	GroupF	Mexico	Sweden	0	3	A	NA	Sweden	Mexico	27/06/2018
2018	Russia	Moscow	GroupE	Serbia	Brazil	0	2	A	NA	Brazil	Serbia	27/06/2018
2018	Russia	Nizhny-Novgorod	GroupE	Switzerland	Costa-Rica	2	2	D	NA	NA	NA	27/06/2018
2018	Russia	Volgograd	GroupH	Japan	Poland	0	1	A	NA	Poland	Japan	28/06/2018
2018	Russia	Samara	GroupH	Senegal	Colombia	0	1	A	NA	Colombia	Senegal	28/06/2018
2018	Russia	Saransk	GroupG	Panama	Tunisia	1	2	A	NA	Tunisia	Panama	28/06/2018
2018	Russia	Kaliningrad	GroupG	England	Belgium	0	1	A	NA	Belgium	England	28/06/2018
2018	Russia	Kazan	R16	France	Argentina	4	3	H	NA	France	Argentina	30/06/2018
2018	Russia	Sochi	R16	Uruguay	Portugal	2	1	H	NA	Uruguay	Portugal	30/06/2018
2018	Russia	Moscow	R16	Russia	Spain	1	1	H	Russia-won-on-penalties	Russia	Spain	01/07/2018
2018	Russia	Nizhny-Novgorod	R16	Croatia	Denmark	1	1	H	Croatia-won-on-penalties	Croatia	Denmark	01/07/2018
2018	Russia	Samara	R16	Brazil	Mexico	2	0	H	NA	Brazil	Mexico	02/07/2018
2018	Russia	Rostov-on-Don	R16	Belgium	Japan	3	2	H	NA	Belgium	Japan	02/07/2018
2018	Russia	Saint-Petersburg	R16	Sweden	Switzerland	1	0	H	NA	Sweden	Switzerland	03/07/2018
2018	Russia	Moscow	R16	Colombia	England	1	1	A	England-won-on-penalties	England	Columbia	03/07/2018
2018	Russia	Nizhny-Novgorod	Quarterfinals	Uruguay	France	0	2	A	NA	France	Uruguay	06/07/2018
2018	Russia	Kazan	Quarterfinals	Brazil	Belgium	1	2	A	NA	Belgium	Brazil	06/07/2018
2018	Russia	Samara	Quarterfinals	Sweden	England	0	2	A	NA	England	Sweden	07/07/2018
2018	Russia	Sochi	Quarterfinals	Russia	Croatia	2	2	A	Croatia-won-on-penalties	Croatia	Russia	07/07/2018
2018	Russia	Saint-Petersburg	Semifinals	France	Belgium	1	0	H	NA	France	Belgium	10/07/2018
2018	Russia	Moscow	Semifinals	Croatia	England	2	1	H	Croatia-won-in-AET	Croatia	England	11/07/2018
2018	Russia	Saint-Petersburg	Third-place	Belgium	England	2	0	H	NA	Belgium	England	14/07/2018
2018	Russia	Moscow	Final	France	Croatia	4	2	H	NA	France	Croatia	15/07/2018
